,Unnamed: 0,Source URL,Title,Long Volume,Issue Vol.,Issue No.,Month,Year,Abstract,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,scraped
1696,1696,https://www.jstor.org/stable/1806874,Price Leadership and Welfare Losses in U.S. Manufacturing: Comment,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Johan Willner,,,,,,,,0
1697,1697,https://www.jstor.org/stable/1806875,Price Leadership and Welfare Losses in U.S. Manufacturing: Reply,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Micha Gisser,,,,,,,,0
1698,1698,https://www.jstor.org/stable/1806876,Auditor's Report,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Touche Ross,Company,,,,,,,0
1699,1699,https://www.jstor.org/stable/1827721,Politics and the Professors Revisited,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Henry J. Aaron,,,,,,,,0
1700,1700,https://www.jstor.org/stable/1827722,"Economic Reform in the USSR, Eastern Europe, and China: The Politics of Economics","Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Ed A. Hewitt,,,,,,,,0
1701,1701,https://www.jstor.org/stable/1827723,Reforms in China: Implications for U.S. Policy,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Robert F. Dernberger,,,,,,,,0
1702,1702,https://www.jstor.org/stable/1827724,Reforms in the USSR: Implications for U.S. Policy,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Franklyn D. Holzman,,,,,,,,0
1703,1703,https://www.jstor.org/stable/1827725,"The J-Curve, the Fire Sale, and the Hard Landing","Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Paul Krugman,,,,,,,,0
1704,1704,https://www.jstor.org/stable/1827726,The Case Against Trying to Stabilize the Dollar,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Martin Feldstein,,,,,,,,0
1705,1705,https://www.jstor.org/stable/1827727,The Case for Roughly Stabilizing the Real Value of the Dollar,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,John Williamson,,,,,,,,0
1706,1706,https://www.jstor.org/stable/1827728,"Expenditures, Efficiency, and Equity in Education: The Federal Government's Role","Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Eric A. Hanushek,,,,,,,,0
1707,1707,https://www.jstor.org/stable/1827729,Economics of Investment in Educationally Disadvantaged Students,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Henry M. Levin,,,,,,,,0
1708,1708,https://www.jstor.org/stable/1827730,Role of Parental Income in Educational Attainment,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Paul Taubman,,,,,,,,0
1709,1709,https://www.jstor.org/stable/1827731,Employment Opportunities of Young Men and Family Formation,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Robert I. Lerman,,,,,,,,0
1710,1710,https://www.jstor.org/stable/1827732,"Economic Transformation, Family Structure, and Poverty Rates of Black Children in Metropolitan Areas","Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Cynthia Rexroat,,,,,,,,0
1711,1711,https://www.jstor.org/stable/1827733,The Labor Supply and School Attendance of Black Women in Extended and Nonextended Households,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,David A. Macpherson,James B. Stewart,,,,,,,0
1712,1712,https://www.jstor.org/stable/1827734,Having Opinions--One of the Elements of Well-Being?,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Albert O. Hirschman,,,,,,,,0
1713,1713,https://www.jstor.org/stable/1827735,Frames of Reference and the Quality of Life,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Robert H. Frank,,,,,,,,0
1714,1714,https://www.jstor.org/stable/1827736,Altruism and the Quality of Life,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Oded Stark,,,,,,,,0
1715,1715,https://www.jstor.org/stable/1827737,Fiscal Policy and the Dynamic Inconsistency of Social Security Forecasts,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Henry J. Aaron,Gary Burtless,,,,,,,0
1716,1716,https://www.jstor.org/stable/1827738,Social Security and Personal Saving: An Analysis of Expectations,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,B. Douglas Bernheim,Lawrence Levin,,,,,,,0
1717,1717,https://www.jstor.org/stable/1827739,Is It Worth Eliminating the Retirement Test?,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Marjorie Honig,Cordelia Reimers,,,,,,,0
1718,1718,https://www.jstor.org/stable/1827740,"Tax Policy for the 1990s: Personal Saving, Business Investment, and Corporate Debt","Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Martin Feldstein,,,,,,,,0
1719,1719,https://www.jstor.org/stable/1827741,The Continuing Search for a Popular Tax,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Alice M. Rivlin,,,,,,,,0
1720,1720,https://www.jstor.org/stable/1827742,Protection: Is There a Better Way?,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Robert Z. Lawrence,,,,,,,,0
1721,1721,https://www.jstor.org/stable/1827743,Macroeconomic Influences on Trade Policy,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,William R. Cline,,,,,,,,0
1722,1722,https://www.jstor.org/stable/1827744,U.S. Trade Policy: Recent Changes and Future U.S. Interests,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Robert E. Baldwin,,,,,,,,0
1723,1723,https://www.jstor.org/stable/1827745,Reputation and Time Consistency,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Nancy L. Stokey,,,,,,,,0
1724,1724,https://www.jstor.org/stable/1827746,The Economics of Accounting Information Systems,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,J. S. Jordan,,,,,,,,0
1725,1725,https://www.jstor.org/stable/1827747,The FSLIC Crisis and the Southwest Plan,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Paul M. Horvitz,,,,,,,,0
1726,1726,https://www.jstor.org/stable/1827748,The Lender of Last Resort in the Wake of the Crash,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Gillian Garcia,,,,,,,,0
1727,1727,https://www.jstor.org/stable/1827749,Expanded Powers After the Crash(es),"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Herbert Baer,,,,,,,,0
1728,1728,https://www.jstor.org/stable/1827750,The Future of Public Sector Unions: Stagnation or Growth?,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Linda N. Edwards,,,,,,,,0
1729,1729,https://www.jstor.org/stable/1827751,Trends in Worker Demand for Union Representation,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Henry S. Farber,,,,,,,,0
1730,1730,https://www.jstor.org/stable/1827752,The Ability of Unions to Adapt to Innovative Workplace Arrangements,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Adrienne E. Eaton,Paula B. Voos,,,,,,,0
1731,1731,https://www.jstor.org/stable/1827753,Some Simple Economics of Mandated Benefits,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Lawrence H. Summers,,,,,,,,0
1732,1732,https://www.jstor.org/stable/1827754,On the Contribution of Economics to the Evaluation and Formation of Social Insurance Policy,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Laurence J. Kotlikoff,,,,,,,,0
1733,1733,https://www.jstor.org/stable/1827755,Economists' View of the Welfare System,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Edward M. Gramlich,,,,,,,,0
1734,1734,https://www.jstor.org/stable/1827756,"Markets, Market Failures, and Development","Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Joseph E. Stiglitz,,,,,,,,0
1735,1735,https://www.jstor.org/stable/1827757,Financial Factors in Economic Development,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Rudiger Dornbusch,Alej,ro Reynoso,,,,,,0
1736,1736,https://www.jstor.org/stable/1827758,"Unemployment, Inflation, and Wages in the American Depression: Are There Lessons for Europe?","Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Ben Bernanke,Martin Parkinson,,,,,,,0
1737,1737,https://www.jstor.org/stable/1827759,The Thatcher Miracle?,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,R. Layard,S. Nickell,,,,,,,0
1738,1738,https://www.jstor.org/stable/1827760,Hysteresis in History: Was There Ever a Phillips Curve?,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Robert J. Gordon,,,,,,,,0
1739,1739,https://www.jstor.org/stable/1827761,An Econometric Model of the Role of Gender in Economic Education,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Julia A. Heath,,,,,,,,0
1740,1740,https://www.jstor.org/stable/1827762,The Effect of State Mandates on Student Performance,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Sherrie L. W. Rhine,,,,,,,,0
1741,1741,https://www.jstor.org/stable/1827763,The Principles Courses Revisited,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Michael Watts,Gerald J. Lynch,,,,,,,0
1742,1742,https://www.jstor.org/stable/1827764,Will There Be Enough Teachers?,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Richard J. Murnane,R,all J. Olsen,,,,,,0
1743,1743,https://www.jstor.org/stable/1827765,College Quality and Future Earnings: Where Should You Send Your Child to College?,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Estelle James,Nabeel Alsalam,Joseph C. Conaty,Duc-Le To,,,,,0
1744,1744,https://www.jstor.org/stable/1827766,Recent Trends in U.S. Higher Education Costs and Prices: The Role of Government Funding,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Michael S. McPherson,Morton Owen Schapiro,Gordon C. Winston,,,,,,0
1745,1745,https://www.jstor.org/stable/1827767,Reducing International Imbalances: Evidence from Multicountry Models,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,John F. Helliwell,,,,,,,,0
1746,1746,https://www.jstor.org/stable/1827768,Evaluating Blueprints for the Conduct of International Macro Policy,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,David Currie,Simon Wren-Lewis,,,,,,,0
1747,1747,https://www.jstor.org/stable/1827769,The Simple Macroeconomics of North-South Interaction,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Thomas Moutos,David Vines,,,,,,,0
1748,1748,https://www.jstor.org/stable/1827770,The General Equilibrium Effects of Inflation on Housing Consumption and Investment,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,James Berkovec,Don Fullerton,,,,,,,0
1749,1749,https://www.jstor.org/stable/1827771,Trade Liberalization in Developing Countries: Do Imperfect Competition and Scale Economies Matter?,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Shantayanan Devarajan,Dani Rodrik,,,,,,,0
1750,1750,https://www.jstor.org/stable/1827772,The Economic Impact of the European Community,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Glenn W. Harrison,Thomas F. Rutherford,Ian Wooton,,,,,,0
1751,1751,https://www.jstor.org/stable/1827773,The Role of Part-Time Work in Women's Labor Market Choices Over Time,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Rebecca M. Blank,,,,,,,,0
1752,1752,https://www.jstor.org/stable/1827774,Female Mobility and the Returns to Seniority: Should EEO Policy Be Concerned with Promotion?,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Shulamit Kahn,Harriet Griesinger,,,,,,,0
1753,1753,https://www.jstor.org/stable/1827775,Effects of Comparable Worth Policy: Evidence from Washington State,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,June O'Neill,Michael Brien,James Cunningham,,,,,,0
1754,1754,https://www.jstor.org/stable/1827776,"How the Rich Have Fared, 1973-87","Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Sheldon Danziger,Peter Gottischalk,Eugene Smolensky,,,,,,0
1755,1755,https://www.jstor.org/stable/1827777,Deficit Reduction and Income Redistribution,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Edward Gramlich,Richard Kasten,Frank Sammartino,,,,,,0
1756,1756,https://www.jstor.org/stable/1827778,Inequality Among Children and Elderly in Ten Modern Nations: The United States in an International Context,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,John Coder,Lee Rainwater,Timothy Smeeding,,,,,,0
1757,1757,https://www.jstor.org/stable/1827779,Lifetime Incidence and the Distributional Burden of Excise Taxes,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,James M. Poterba,,,,,,,,0
1758,1758,https://www.jstor.org/stable/1827780,Taxation and Uncertainty,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,David S. Bizer,Kenneth L. Judd,,,,,,,0
1759,1759,https://www.jstor.org/stable/1827781,"Economists in Health Care: Saviors, or Elephants in a Porcelain Shop?","Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Uwe E. Reinhardt,,,,,,,,0
1760,1760,https://www.jstor.org/stable/1827782,Health and Long-Term Care for the Aged,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Dorothy P. Rice,,,,,,,,0
1761,1761,https://www.jstor.org/stable/1827783,National Health Insurance: A Proposal,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Karen Davis,,,,,,,,0
1762,1762,https://www.jstor.org/stable/1827784,Multiplicity of Equilibria and Fluctuations in Dynamic Imperfectly Competitive Economies,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Satyajit Chatterjee,Russell Cooper,,,,,,,0
1763,1763,https://www.jstor.org/stable/1827785,Labor Contracts in a Model of Imperfect Competition,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,V. V. Chari,Larry E. Jones,Rodolfo E. Manuelli,,,,,,0
1764,1764,https://www.jstor.org/stable/1827786,Toward a Theory of Rigidities,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Bruce Greenwald,Joseph E. Stiglitz,,,,,,,0
1765,1765,https://www.jstor.org/stable/1827787,Macroeconomic Policy and Insider Power,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Assar Lindbeck,Dennis J. Snower,,,,,,,0
1766,1766,https://www.jstor.org/stable/1827788,A Microeconomic Approach to Macroeconomic Policy,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Mancur Olson,,,,,,,,0
1767,1767,https://www.jstor.org/stable/1827789,Should Governments Learn to Live with Inflation?,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Stanley Fischer,Lawrence H. Summers,,,,,,,0
1768,1768,https://www.jstor.org/stable/1804769,Divergences of Measurement and Theory and Some Implications for Economic Policy,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Robert Eisner,,,,,,,,0
1769,1769,https://www.jstor.org/stable/1804770,"Agency Costs, Net Worth, and Business Fluctuations","Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Ben Bernanke,Mark Gertler,,,,,,,0
1770,1770,https://www.jstor.org/stable/1804771,Cheap Talk and the Fed: A Theory of Imprecise Policy Announcements,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Jeremy C. Stein,,,,,,,,0
1771,1771,https://www.jstor.org/stable/1804772,Sovereign Debt: Is to Forgive to Forget?,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Jeremy Bulow,Kenneth Rogoff,,,,,,,0
1772,1772,https://www.jstor.org/stable/1804773,Optimal Contracts with Lock-In,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Joseph Farrell,Carl Shapiro,,,,,,,0
1773,1773,https://www.jstor.org/stable/1804774,Inflexible Rules in Incentive Problems,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Tracy R. Lewis,David E. M. Sappington,,,,,,,0
1774,1774,https://www.jstor.org/stable/1804775,Trade in Producer Services and in Other Specialized Intermediate Inputs,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,James R. Markusen,,,,,,,,0
1775,1775,https://www.jstor.org/stable/1804776,Quality Distortion by a Discriminating Monopolist,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Padmanabhan Srinagesh,Ralph M. Bradburd,,,,,,,0
1776,1776,https://www.jstor.org/stable/1804777,Gradual Reforms of Capital Income Taxation,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Peter Howitt,Hans-Werner Sinn,,,,,,,0
1777,1777,https://www.jstor.org/stable/1804778,The Efficiency of the Market for Single-Family Homes,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Karl E. Case,Robert J. Shiller,,,,,,,0
1778,1778,https://www.jstor.org/stable/1804779,Determining the Impact of Federal Antidiscrimination Policy on the Economic Status of Blacks: A Study of South Carolina,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,James J. Heckman,Brook S. Payner,,,,,,,0
1779,1779,https://www.jstor.org/stable/1804780,Is the Test Score Decline Responsible for the Productivity Growth Decline?,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,John H. Bishop,,,,,,,,0
1780,1780,https://www.jstor.org/stable/1804781,Price Discrimination by U.S. and German Exporters,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Michael M. Knetter,,,,,,,,0
1781,1781,https://www.jstor.org/stable/1804782,The Behavior of U.S. Tariff Rates,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Grant W. Gardner,Kent P. Kimbrough,,,,,,,0
1782,1782,https://www.jstor.org/stable/1804783,"Self-Interest, Agency Theory, and Political Voting Behavior: The Ratification of the United States Constitution","Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Robert A. McGuire,Robert L. Ohsfeldt,,,,,,,0
1783,1783,https://www.jstor.org/stable/1804784,Taxing to Control Social Costs: The Case of Alcohol,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Thomas F. Pogue,Larry G. Sgontz,,,,,,,0
1784,1784,https://www.jstor.org/stable/1804785,The Effects of Third-Degree Price Discrimination in Oligopoly,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Thomas J. Holmes,,,,,,,,0
1785,1785,https://www.jstor.org/stable/1804786,"Technological Stagnation, Tenurial Laws, and Adverse Selection","Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Kaushik Basu,,,,,,,,0
1786,1786,https://www.jstor.org/stable/1804787,On the Measurement and Trend of Inequality: A Reconsideration,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,John P. Formby,Terry G. Seaks,W. James Smith,,,,,,0
1787,1787,https://www.jstor.org/stable/1804788,On the Measurement and Trend of Inequality: Reply,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Morton Paglin,,,,,,,,0
1788,1788,https://www.jstor.org/stable/1804789,Government Size and Economic Growth: A New Framework and Some Evidence from Cross-Section and Time-Series Data: Comment,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Jack L. Carr,,,,,,,,0
1789,1789,https://www.jstor.org/stable/1804790,Government Size and Economic Growth: A New Framework and Some Evidence from Cross-Section and Time-Series Data: Comment,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,V. V. Bhanoji Rao,,,,,,,,0
1790,1790,https://www.jstor.org/stable/1804791,Government Size and Economic Growth: A New Framework and Some Evidence from Cross-Section and Time-Series Data: Reply,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Rati Ram,,,,,,,,0
1791,1791,https://www.jstor.org/stable/1804792,Measures of Risk Aversion and Comparative Statics of Industry Equilibrium: Correction,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Yasunori Ishii,,,,,,,,0
1792,1792,https://www.jstor.org/stable/1804793,Accounting Rates of Return: Comment,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Willem Buijink,Marc Jegers,,,,,,,0
1793,1793,https://www.jstor.org/stable/1804794,Accounting Rates of Return: Reply,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Gerald L. Salamon,,,,,,,,0
1794,1794,https://www.jstor.org/stable/1807154,An Empirical Study of an Auction with Asymmetric Information,"Vol. 78, No. 5, Dec., 1988",Vol. 78,No. 5,Dec.,1988,,Kenneth Hendricks,Robert H. Porter,,,,,,,0
1795,1795,https://www.jstor.org/stable/1807155,Some Evidence on the Winner's Curse,"Vol. 78, No. 5, Dec., 1988",Vol. 78,No. 5,Dec.,1988,,Stuart E. Thiel,,,,,,,,0
1796,1796,https://www.jstor.org/stable/1807156,Learning in Equilibrium Models of Arbitration,"Vol. 78, No. 5, Dec., 1988",Vol. 78,No. 5,Dec.,1988,,Robert Gibbons,,,,,,,,0
1797,1797,https://www.jstor.org/stable/1807157,Market Incentives for Safe Commercial Airline Operation,"Vol. 78, No. 5, Dec., 1988",Vol. 78,No. 5,Dec.,1988,,Severin Borenstein,Martin B. Zimmerman,,,,,,,0
1798,1798,https://www.jstor.org/stable/1807158,Demand Uncertainty and Sales: A Study of Fashion and Markdown Pricing,"Vol. 78, No. 5, Dec., 1988",Vol. 78,No. 5,Dec.,1988,,B. Peter Pashigian,,,,,,,,0
1799,1799,https://www.jstor.org/stable/1807159,Franchising and Risk Management,"Vol. 78, No. 5, Dec., 1988",Vol. 78,No. 5,Dec.,1988,,Robert E. Martin,,,,,,,,0
1800,1800,https://www.jstor.org/stable/1807160,"Irreversible Investment, Capacity Choice, and the Value of the Firm","Vol. 78, No. 5, Dec., 1988",Vol. 78,No. 5,Dec.,1988,,Robert S. Pindyck,,,,,,,,0
1801,1801,https://www.jstor.org/stable/1807161,Regulating a Monopolist with Unknown Demand,"Vol. 78, No. 5, Dec., 1988",Vol. 78,No. 5,Dec.,1988,,Tracy R. Lewis,David E. M. Sappington,,,,,,,0
1802,1802,https://www.jstor.org/stable/1807162,Imperfect Information and Staggered Price Setting,"Vol. 78, No. 5, Dec., 1988",Vol. 78,No. 5,Dec.,1988,,Laurence Ball,Stephen G. Cecchetti,,,,,,,0
1803,1803,https://www.jstor.org/stable/1807163,The Marginal Efficiency Cost of Redistribution,"Vol. 78, No. 5, Dec., 1988",Vol. 78,No. 5,Dec.,1988,,Charles L. Ballard,,,,,,,,0
1804,1804,https://www.jstor.org/stable/1807164,Altruism within the Family Reconsidered: Do Nice Guys Finish Last?,"Vol. 78, No. 5, Dec., 1988",Vol. 78,No. 5,Dec.,1988,,B. Douglas Bernheim,Oded Stark,,,,,,,0
1805,1805,https://www.jstor.org/stable/1807165,"Implicit Contracts, Labor Mobility, and Unemployment","Vol. 78, No. 5, Dec., 1988",Vol. 78,No. 5,Dec.,1988,,Richard J. Arnott,Arthur J. Hosios,Joseph E. Stiglitz,,,,,,0
